customer_id,signup_date,country_code,postal_code,age,employment_status,annual_income,plan_type,tenure_months,monthly_charges,total_charges,support_calls,region,data_plan,churned
CUS100368,2020-12-13,FR,08484,52,self-employed,,Business,59,99.59,5875.81,1,EU-WEST,unlimited,1
CUS100495,2024-02-10,FR,24908,49,unemployed,47806.0,Business,48,93.74,?,1,EU-WEST,unlimited,0
CUS100317,2024-11-16,DE,27890,22,self-employed,,Basic,15,17.63,264.45,3,EU-WEST,unlimited,0
CUS100500,2023-11-30,DE,48140,36,unemployed,29453.0,Business,23,97.41,2240.43,1,EU-WEST,unlimited,1
CUS100040,2022-04-06,NL,16636,61,employed,39096.0,Basic,34,18.46,627.64,6,EU-WEST,unlimited,0
CUS100337,2024-04-28,DE,90020,73,employed,35803.0,Standard,23,49.3,1133.9,2,EU-WEST,unlimited,0
CUS100245,2024-02-06,DE,82945,44,employed,36537.0,Basic,58,27.92,1619.36,1,EU-WEST,unlimited,1
CUS100461,2021-05-11,DE,02398,70,employed,60619.0,Business,24,91.05,2185.2,0,EU-WEST,unlimited,0
CUS100078,2019-11-05,DE,93032,60,employed,67986.0,Premium,48,65.87,3161.76,0,EU-WEST,unlimited,0
CUS100172,2019-10-29,NL,74836,73,employed,30517.0,Standard,43,41.03,1764.29,1,EU-WEST,unlimited,0
CUS100384,2023-09-06,AT,31461,45,self-employed,27563.0,Basic,18,24.08,433.44,3,EU-CENTRAL,unlimited,0
CUS100569,2019-05-06,BE,54097,59,student,38219.0,Business,55,108.0,5940.0,1,EU-WEST,unlimited,0
CUS100100,2020-02-20,CH,28924,43,employed,50099.0,Premium,50,71.79,3589.5,2,EU-WEST,unlimited,0
CUS100386,2024-06-21,DE,30101,43,employed,32952.0,Business,23,98.05,2255.15,2,EU-WEST,unlimited,1
CUS100367,2021-05-22,DE,96949,45,student,28647.0,Standard,38,31.05,1179.9,2,EU-WEST,unlimited,0
CUS100459,2024-04-04,DE,21190,34,employed,76608.0,Standard,58,42.98,2492.84,2,EU-WEST,unlimited,0
CUS100166,2020-04-16,DE,68921,32,employed,57532.0,Premium,4,76.05,304.2,2,EU-WEST,unlimited,0
CUS100194,2024-02-24,NA,11123,67,retired,52970.0,Premium,52,85.47,4444.44,3,EU-WEST,unlimited,0
CUS100366,2024-04-01,DE,12138,28,self-employed,,Basic,65,23.42,1522.3,1,EU-WEST,unlimited,1
CUS100467,2022-10-16,DE,37621,42,student,35481.0,Standard,65,47.88,3112.2,0,EU-WEST,unlimited,0
CUS100406,2019-09-22,DE,19866,67,self-employed,,Standard,18,49.16,884.88,2,EU-WEST,unlimited,0
CUS100499,2024-05-04,NL,65181,65,employed,27542.0,Business,28,102.61,2873.08,1,EU-WEST,unlimited,0
CUS100340,2021-03-06,DE,30741,49,self-employed,,Premium,55,79.4,4367.0,1,EU-WEST,unlimited,0
CUS100605,2022-06-08,DE,12518,74,unemployed,,Basic,55,25.92,1425.6,1,EU-WEST,unlimited,0
CUS100111,2021-06-20,DE,52959,61,employed,55143.0,Premium,11,79.98,879.78,2,EU-WEST,unlimited,0
CUS100138,2021-11-24,FR,24937,38,self-employed,,Standard,69,44.24,3052.56,1,EU-WEST,unlimited,0
CUS100171,2020-11-26,DE,24276,69,self-employed,47407.0,Basic,47,16.48,774.56,4,EU-WEST,unlimited,0
CUS100365,2024-08-09,NL,31335,63,unemployed,,Premium,64,77.88,4984.32,0,EU-WEST,unlimited,0
CUS100516,2019-11-07,DE,58743,71,employed,18850.0,Basic,56,27.1,1517.6,0,EU-WEST,unlimited,0
CUS100585,2019-07-22,NL,83193,49,employed,12857.0,Premium,58,81.11,4704.38,0,EU-WEST,unlimited,0
CUS100195,2024-10-09,DE,58189,55,student,27085.0,Standard,27,44.4,1198.8,0,EU-WEST,unlimited,1
CUS100502,2019-08-10,AT,51886,28,student,46103.0,Business,48,89.72,4306.56,2,EU-WEST,unlimited,1
CUS100472,2022-08-23,DE,91084,47,student,21943.0,Basic,36,17.31,623.16,3,EU-WEST,unlimited,1
CUS100561,2019-09-24,DE,12667,63,employed,45427.0,Basic,49,22.82,1118.18,0,EU-WEST,unlimited,1
CUS100491,2024-09-17,DE,74773,34,employed,104155.0,Basic,28,28.91,809.48,1,EU-WEST,unlimited,1
CUS100573,2020-06-30,CH,67980,73,employed,61072.0,Basic,20,37.58,751.6,3,EU-WEST,unlimited,1
CUS100287,2024-05-02,DE,09698,55,retired,52450.0,Premium,64,79.48,5086.72,1,EU-WEST,unlimited,0
CUS100313,2022-11-22,DE,52846,27,employed,44320.0,Basic,24,22.4,537.6,1,EU-WEST,unlimited,1
CUS100301,2019-06-26,DE,10765,75,employed,30853.0,Premium,19,73.1,1388.9,2,EU-WEST,unlimited,1
CUS100536,2019-01-09,DE,76687,32,employed,91223.0,Standard,61,53.74,3278.14,2,EU-WEST,unlimited,0
CUS100144,2019-02-09,DE,21212,43,employed,39313.0,Standard,36,42.37,1525.32,1,EU-WEST,unlimited,0
CUS100571,2019-02-20,DE,37495,21,student,53142.0,Standard,14,48.25,675.5,2,EU-WEST,unlimited,0
CUS100456,2024-01-27,DE,83036,27,employed,19098.0,Basic,66,24.57,1621.62,0,EU-WEST,unlimited,0
CUS100222,2020-12-26,FR,13926,57,self-employed,,Standard,57,40.02,2281.14,2,EU-WEST,unlimited,0
CUS100410,2024-10-29,DE,44251,30,employed,29782.0,Basic,28,24.65,690.2,1,EU-WEST,unlimited,1
CUS100126,2021-10-03,DE,67453,53,employed,35722.0,Standard,69,42.55,2935.95,1,EU-WEST,unlimited,0
CUS100263,2020-07-01,DE,32297,32,employed,56215.0,Business,42,98.74,4147.08,1,EU-WEST,unlimited,0
CUS100399,2024-08-06,DE,75320,63,employed,64643.0,Standard,39,44.48,1734.72,3,EU-WEST,unlimited,0
CUS100405,2024-01-27,DE,37350,72,student,75284.0,Basic,44,19.71,867.24,0,EU-WEST,unlimited,0
CUS100209,2020-08-05,DE,24727,66,employed,77939.0,Standard,63,40.42,2546.46,3,EU-WEST,unlimited,0
CUS100103,2022-04-20,CH,51172,21,employed,44480.0,Standard,44,39.83,1752.52,1,EU-WEST,unlimited,1
CUS100356,2019-03-22,FR,86908,71,employed,29094.0,Premium,65,83.61,5434.65,0,EU-WEST,unlimited,0
CUS100053,2020-08-29,AT,67692,54,employed,59547.0,Standard,34,56.92,1935.28,0,EU-WEST,unlimited,0
CUS100403,2019-05-28,NL,57745,39,employed,22460.0,Premium,48,77.89,3738.72,1,EU-WEST,unlimited,0
CUS100498,2023-10-23,DE,67720,21,employed,61376.0,Standard,38,52.86,2008.68,0,EU-WEST,unlimited,1
CUS100053,2020-08-29,AT,67692,54,employed,59547.0,Standard,34,56.92,1935.28,0,EU-WEST,unlimited,0
CUS100343,2021-06-22,DE,79248,34,employed,28991.0,Basic,46,21.93,1008.78,4,EU-WEST,unlimited,0
CUS100295,2019-11-14,DE,45448,50,employed,51289.0,Basic,31,22.83,707.73,1,EU-WEST,unlimited,0
CUS100071,2024-11-11,DE,36976,29,retired,41342.0,Basic,15,29.12,436.8,2,EU-WEST,unlimited,0
CUS100216,2023-04-10,DE,56419,45,retired,50396.0,Basic,63,29.15,1836.45,1,EU-WEST,unlimited,0
CUS100206,2022-11-27,DE,86923,26,employed,25279.0,Basic,6,11.76,70.56,3,EU-WEST,unlimited,0
CUS100562,2023-03-29,CH,69011,44,employed,52495.0,Basic,25,18.06,451.5,1,EU-WEST,unlimited,0
CUS100507,2020-06-14,CH,55189,27,employed,32613.0,Standard,18,41.35,744.3,0,EU-WEST,unlimited,0
CUS100191,2024-04-14,FR,58375,23,employed,44693.0,Premium,55,84.32,4637.6,1,EU-WEST,unlimited,1
CUS100199,2020-09-11,DE,14339,19,employed,129845.0,Basic,9,19.47,175.23,1,EU-WEST,unlimited,1
CUS100002,2021-02-22,DE,67009,32,unemployed,38062.0,Standard,50,44.12,2206.0,1,EU-WEST,unlimited,0
CUS100360,2024-10-14,DE,70912,61,self-employed,,Standard,67,55.81,3739.27,2,EU-WEST,unlimited,0
CUS100004,2022-01-18,DE,32481,49,employed,43505.0,Standard,42,47.78,2006.76,1,EU-WEST,unlimited,0
CUS100188,2022-03-28,DE,44851,59,unemployed,,Standard,35,47.04,1646.4,3,EU-WEST,unlimited,0
CUS100374,2023-07-05,BE,33579,49,student,37724.0,Basic,32,31.1,995.2,2,EU-WEST,unlimited,1
CUS100025,2021-06-18,NL,73296,72,employed,30743.0,Basic,19,22.42,425.98,0,EU-WEST,unlimited,0
CUS100180,2023-07-04,DE,51734,19,employed,44225.0,Standard,52,39.03,2029.56,0,EU-WEST,unlimited,1
CUS100046,2020-02-22,AT,19566,25,employed,49366.0,Business,9,95.59,860.31,3,EU-WEST,unlimited,0
CUS100548,2022-11-12,DE,37486,72,unemployed,52602.0,Business,63,91.57,5768.91,1,EU-WEST,unlimited,0
CUS100275,2019-03-26,NA,15535,34,unemployed,,Premium,38,71.06,2700.28,0,EU-WEST,unlimited,1
CUS900003,2021-06-18,NL,73296,72,employed,30743.0,Basic,19,22.42,425.98,0,EU-WEST,unlimited,0
CUS100289,2023-04-18,DE,34049,43,employed,,Standard,30,53.47,1604.1,2,EU-WEST,unlimited,0
CUS100115,2024-08-01,DE,07758,42,employed,55531.0,Business,28,97.66,2734.48,0,EU-WEST,unlimited,1
CUS100614,2021-12-15,DE,52839,68,employed,30982.0,Standard,25,41.89,1047.25,2,EU-WEST,unlimited,0
CUS100494,2021-04-29,DE,58131,43,student,36500.0,Premium,14,82.31,1152.34,3,EU-WEST,unlimited,0
CUS100522,2021-07-01,AT,91191,57,employed,100651.0,Basic,15,37.68,565.2,0,EU-WEST,unlimited,0
CUS100465,2020-06-25,FR,03536,69,employed,57768.0,Basic,63,25.02,1576.26,4,EU-WEST,unlimited,0
CUS100017,2023-12-08,BE,33218,50,retired,,Business,58,102.12,5922.96,1,EU-WEST,unlimited,1
CUS100132,2020-10-16,CH,54546,33,unemployed,,Basic,4,37.35,149.4,2,EU-WEST,unlimited,0
CUS100514,2021-04-29,DE,57367,37,employed,38915.0,Premium,25,71.11,1777.75,0,EU-WEST,unlimited,0
CUS100504,2021-10-11,DE,65488,25,employed,68449.0,Standard,22,55.28,1216.16,2,EU-WEST,unlimited,0
CUS100411,2023-08-06,AT,48424,64,self-employed,62231.0,Premium,3,83.55,250.65,1,EU-WEST,unlimited,0
CUS100102,2020-01-06,DE,61828,29,student,24641.0,Business,47,90.73,4264.31,2,EU-WEST,unlimited,0
CUS100479,2021-01-27,DE,05777,70,student,41545.0,Basic,69,25.67,1771.23,0,EU-WEST,unlimited,0
CUS100262,2021-02-06,NL,70533,65,retired,28263.0,Business,63,101.38,6386.94,1,EU-WEST,unlimited,0
CUS100162,2019-07-15,FR,73040,62,retired,53511.0,Business,55,87.2,4796.0,0,EU-WEST,unlimited,0
CUS100404,2024-06-30,DE,79722,76,employed,56030.0,Standard,16,57.6,921.6,2,EU-WEST,unlimited,1
CUS100506,2020-01-12,DE,77410,60,employed,35387.0,Standard,52,52.48,?,0,EU-WEST,unlimited,0
CUS100398,2019-08-06,AT,53859,31,student,30239.0,Basic,62,26.94,1670.28,3,EU-WEST,unlimited,0
CUS100266,2024-09-19,DE,66865,53,employed,61564.0,Premium,10,72.3,723.0,1,EU-WEST,unlimited,1
CUS100141,2023-11-01,DE,01452,57,retired,57501.0,Standard,49,32.08,1571.92,3,EU-WEST,unlimited,0
CUS100178,2020-05-23,DE,73846,29,student,37362.0,Business,16,99.54,1592.64,2,EU-WEST,unlimited,0
CUS100371,2020-10-04,AT,19015,34,student,12470.0,Standard,4,36.97,147.88,3,EU-WEST,unlimited,0
CUS100618,2023-02-08,DE,97212,32,employed,41344.0,Business,25,99.87,2496.75,1,EU-WEST,unlimited,1
CUS100044,2021-12-19,DE,31399,27,employed,32460.0,Basic,62,27.0,1674.0,1,EU-WEST,unlimited,0
CUS100261,2023-09-01,BE,85020,38,employed,17300.0,Basic,69,27.44,1893.36,3,EU-WEST,unlimited,0
CUS100136,2024-12-19,AT,55257,44,student,33342.0,Premium,30,81.63,2448.9,0,EU-WEST,unlimited,0
CUS900005,2023-09-05,DE,95866,68,unemployed,,Premium,53,80.09,-,1,EU-WEST,unlimited,0
CUS100473,2021-03-17,CH,60839,70,student,67776.0,Business,47,97.5,4582.5,2,EU-WEST,unlimited,0
CUS100135,2022-11-29,DE,84284,59,employed,72219.0,Standard,7,46.66,326.62,2,EU-WEST,unlimited,1
CUS100579,2019-04-22,DE,24722,20,employed,21471.0,Basic,65,22.97,1493.05,0,EU-WEST,unlimited,0
CUS100214,2022-08-18,DE,29464,32,employed,80209.0,Standard,21,50.23,1054.83,2,EU-WEST,unlimited,0
CUS100230,2022-12-19,DE,66637,44,student,50301.0,Business,42,103.03,4327.26,0,EU-WEST,unlimited,1
CUS100026,2023-01-08,DE,16180,21,employed,27667.0,Premium,72,78.71,5667.12,2,EU-WEST,unlimited,0
CUS100183,2021-04-14,DE,41770,62,employed,47964.0,Standard,64,47.7,3052.8,3,EU-WEST,unlimited,0
CUS100142,2019-01-23,DE,26740,59,employed,62335.0,Premium,2,83.28,166.56,1,EU-WEST,unlimited,0
CUS100393,2021-04-08,AT,32432,69,employed,21956.0,Premium,2,90.02,180.04,1,EU-WEST,unlimited,0
CUS100209,2020-08-05,DE,24727,66,employed,77939.0,Standard,63,50.42,2546.46,5,EU-WEST,unlimited,0
CUS100316,2019-02-04,AT,67165,55,self-employed,31749.0,Premium,53,79.84,4231.52,0,EU-WEST,unlimited,0
CUS100338,2023-08-21,DE,03332,45,employed,36183.0,Basic,10,28.02,280.2,2,EU-WEST,unlimited,0
CUS100043,2022-11-23,DE,29248,24,employed,55193.0,Standard,12,54.51,654.12,1,EU-WEST,unlimited,1
CUS100210,2020-12-31,DE,32848,67,employed,50505.0,Standard,50,45.54,2277.0,0,EU-WEST,unlimited,0
CUS100342,2021-02-23,CH,68820,49,student,71512.0,Premium,17,83.94,1426.98,0,EU-WEST,unlimited,0
CUS100489,2023-02-13,DE,61715,34,employed,52057.0,Premium,8,69.72,557.76,2,EU-WEST,unlimited,0
CUS100124,2024-03-26,CH,82065,26,retired,79908.0,Business,40,92.86,3714.4,1,EU-WEST,unlimited,1
CUS100581,2020-01-10,DE,62912,65,student,38402.0,Business,10,99.56,995.6,2,EU-WEST,unlimited,1
CUS100478,2021-09-13,NL,63491,56,retired,29855.0,Basic,46,20.97,964.62,2,EU-WEST,unlimited,1
CUS100005,2019-05-14,DE,23977,73,employed,45980.0,Premium,56,69.29,3880.24,2,EU-WEST,unlimited,0
CUS100362,2024-07-22,AT,80195,54,self-employed,62571.0,Basic,50,28.62,1431.0,0,EU-WEST,unlimited,0
CUS100619,2022-02-20,NL,11452,47,employed,48812.0,Business,61,103.72,6326.92,1,EU-WEST,unlimited,1
CUS100578,2020-07-19,BE,44099,48,student,56901.0,Standard,46,56.49,2598.54,1,EU-WEST,unlimited,0
CUS100266,2024-09-19,DE,66865,53,employed,61564.0,Premium,10,72.3,723.0,1,EU-WEST,unlimited,1
CUS100615,2020-10-15,DE,64724,43,employed,40881.0,Basic,31,25.45,788.95,2,EU-WEST,unlimited,0
CUS100501,2019-07-05,DE,28521,29,employed,74256.0,Standard,27,34.47,930.69,3,EU-WEST,unlimited,0
CUS100416,2031-06-14,FR,03193,30,employed,46416.0,Premium,65,78.82,5123.3,2,EU-WEST,unlimited,0
CUS100125,2021-01-09,BE,95938,62,employed,78814.0,Basic,49,38.06,1864.94,3,EU-WEST,unlimited,1
CUS100575,2020-08-24,DE,74814,47,employed,60066.0,Basic,39,11.75,458.25,2,EU-WEST,unlimited,0
CUS100554,2022-09-30,BE,08436,37,employed,37976.0,Basic,48,21.05,1010.4,3,EU-WEST,unlimited,0
CUS100267,2020-04-10,AT,15301,48,unemployed,,Standard,20,50.58,1011.6,1,EU-WEST,unlimited,0
CUS100307,2022-04-03,DE,19865,50,self-employed,23701.0,Basic,52,21.23,1103.96,2,EU-WEST,unlimited,0
CUS100075,2019-04-10,NL,92266,73,employed,48633.0,Standard,1,39.72,39.72,1,EU-WEST,unlimited,1
CUS100173,2024-08-13,DE,33909,59,student,48197.0,Business,42,93.52,3927.84,1,EU-WEST,unlimited,1
CUS100608,2022-12-23,DE,91139,22,employed,65887.0,Basic,24,29.15,699.6,1,EU-WEST,unlimited,0
CUS100051,2020-10-05,DE,96308,47,self-employed,,Standard,38,44.31,1683.78,0,EU-WEST,unlimited,0
CUS100555,2023-09-08,DE,21530,41,employed,35601.0,Basic,53,18.93,1003.29,0,EU-WEST,unlimited,0
CUS100611,2024-03-05,AT,32726,60,employed,39829.0,Basic,33,16.27,536.91,1,EU-WEST,unlimited,1
CUS100132,2020-10-16,CH,54546,33,unemployed,,Basic,4,37.35,149.4,2,EU-WEST,unlimited,0
CUS100202,2019-11-11,NA,79118,64,self-employed,,Basic,8,17.12,136.96,1,EU-WEST,unlimited,1
CUS100312,2022-12-31,AT,24912,68,employed,44370.0,Business,22,83.75,1842.5,2,EU-WEST,unlimited,0
CUS100057,2020-07-15,DE,82651,36,employed,15775.0,Premium,46,82.48,3794.08,2,EU-WEST,unlimited,0
